Sample	Genome	Mean	Trimmed Mean	Covered Bases	Variance	Length	Count	Reads_per_base	RPKM	TPM	Total_RNA_Reads
2166-01_1	Consensus_9	0	0	0	0	825	0	0	0	0	7522762
2166-01_1	Consensus_10	0	0	0	0	796	0	0	0	0	7522762
2166-01_10	Consensus_1	0	0	0	0	691	0	0	0	0	13312800
2166-01_10	Consensus_2	0	0	0	0	710	0	0	0	0	13312800
2166-01_10	Consensus_3	0	0	0	0	744	0	0	0	0	13312800
2166-01_10	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	13312800
2166-01_10	Consensus_4	0	0	0	0	764	0	0	0	0	13312800
2166-01_10	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	13312800
2166-01_10	Consensus_5	0	0	0	0	728	0	0	0	0	13312800
2166-01_10	Consensus_6	0	0	0	0	745	0	0	0	0	13312800
2166-01_10	Consensus_7	0	0	0	0	716	0	0	0	0	13312800
2166-01_10	Consensus_8	0	0	0	0	700	0	0	0	0	13312800
2166-01_10	Consensus_9	0	0	0	0	825	0	0	0	0	13312800
2166-01_10	Consensus_10	0	0	0	0	796	0	0	0	0	13312800
2166-01_11	Consensus_1	0	0	0	0	691	0	0	0	0	9815082
2166-01_11	Consensus_2	0	0	0	0	710	0	0	0	0	9815082
2166-01_11	Consensus_3	0	0	0	0	744	0	0	0	0	9815082
2166-01_11	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	9815082
2166-01_11	Consensus_4	0	0	0	0	764	0	0	0	0	9815082
2166-01_11	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	9815082
2166-01_11	Consensus_5	0	0	0	0	728	0	0	0	0	9815082
2166-01_11	Consensus_6	0	0	0	0	745	0	0	0	0	9815082
2166-01_11	Consensus_7	0	0	0	0	716	0	0	0	0	9815082
2166-01_11	Consensus_8	0	0	0	0	700	0	0	0	0	9815082
2166-01_11	Consensus_9	0	0	0	0	825	0	0	0	0	9815082
2166-01_11	Consensus_10	0	0	0	0	796	0	0	0	0	9815082
2166-01_12	Consensus_1	0	0	0	0	691	0	0	0	0	10999860
2166-01_12	Consensus_2	0	0	0	0	710	0	0	0	0	10999860
2166-01_12	Consensus_3	0	0	0	0	744	0	0	0	0	10999860
2166-01_12	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	10999860
2166-01_12	Consensus_4	0	0	0	0	764	0	0	0	0	10999860
2166-01_12	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	10999860
2166-01_12	Consensus_5	0	0	0	0	728	0	0	0	0	10999860
2166-01_12	Consensus_6	0	0	0	0	745	0	0	0	0	10999860
2166-01_12	Consensus_7	0	0	0	0	716	0	0	0	0	10999860
2166-01_12	Consensus_8	0	0	0	0	700	0	0	0	0	10999860
2166-01_12	Consensus_9	0	0	0	0	825	0	0	0	0	10999860
2166-01_12	Consensus_10	0	0	0	0	796	0	0	0	0	10999860
2166-01_13	Consensus_1	0	0	0	0	691	0	0	0	0	25754700
2166-01_13	Consensus_2	0	0	0	0	710	0	0	0	0	25754700
2166-01_13	Consensus_3	0	0	0	0	744	0	0	0	0	25754700
2166-01_13	S129C40_011191_vs01_27	3.7613366	2.4761906	162	102.977615	988	32	0.032388665	1012145.75	1000000	25754700
2166-01_13	Consensus_4	0	0	0	0	764	0	0	0	0	25754700
2166-01_13	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	25754700
2166-01_13	Consensus_5	0	0	0	0	728	0	0	0	0	25754700
2166-01_13	Consensus_6	0	0	0	0	745	0	0	0	0	25754700
2166-01_13	Consensus_7	0	0	0	0	716	0	0	0	0	25754700
2166-01_13	Consensus_8	0	0	0	0	700	0	0	0	0	25754700
2166-01_13	Consensus_9	0	0	0	0	825	0	0	0	0	25754700
2166-01_13	Consensus_10	0	0	0	0	796	0	0	0	0	25754700
2166-01_14	Consensus_1	0	0	0	0	691	0	0	0	0	11918992
2166-01_14	Consensus_2	0	0	0	0	710	0	0	0	0	11918992
2166-01_14	Consensus_3	0	0	0	0	744	0	0	0	0	11918992
2166-01_14	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	11918992
2166-01_14	Consensus_4	0	0	0	0	764	0	0	0	0	11918992
2166-01_14	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	11918992
2166-01_14	Consensus_5	0	0	0	0	728	0	0	0	0	11918992
2166-01_14	Consensus_6	0	0	0	0	745	0	0	0	0	11918992
2166-01_14	Consensus_7	0	0	0	0	716	0	0	0	0	11918992
2166-01_14	Consensus_8	0	0	0	0	700	0	0	0	0	11918992
2166-01_14	Consensus_9	0	0	0	0	825	0	0	0	0	11918992
2166-01_14	Consensus_10	0	0	0	0	796	0	0	0	0	11918992
2166-01_15	Consensus_1	0	0	0	0	691	0	0	0	0	11001590
2166-01_15	Consensus_2	0	0	0	0	710	0	0	0	0	11001590
2166-01_15	Consensus_3	0	0	0	0	744	0	0	0	0	11001590
2166-01_15	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	11001590
2166-01_15	Consensus_4	0	0	0	0	764	0	0	0	0	11001590
2166-01_15	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	11001590
2166-01_15	Consensus_5	0	0	0	0	728	0	0	0	0	11001590
2166-01_15	Consensus_6	0	0	0	0	745	0	0	0	0	11001590
2166-01_15	Consensus_7	0	0	0	0	716	0	0	0	0	11001590
2166-01_15	Consensus_8	0	0	0	0	700	0	0	0	0	11001590
2166-01_15	Consensus_9	0	0	0	0	825	0	0	0	0	11001590
2166-01_15	Consensus_10	0	0	0	0	796	0	0	0	0	11001590
2166-01_16	Consensus_1	0	0	0	0	691	0	0	0	0	15831576
2166-01_16	Consensus_2	0	0	0	0	710	0	0	0	0	15831576
2166-01_16	Consensus_3	0	0	0	0	744	0	0	0	0	15831576
2166-01_16	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	15831576
2166-01_16	Consensus_4	0	0	0	0	764	0	0	0	0	15831576
2166-01_16	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	15831576
2166-01_16	Consensus_5	0	0	0	0	728	0	0	0	0	15831576
2166-01_16	Consensus_6	0	0	0	0	745	0	0	0	0	15831576
2166-01_16	Consensus_7	0	0	0	0	716	0	0	0	0	15831576
2166-01_16	Consensus_8	0	0	0	0	700	0	0	0	0	15831576
2166-01_16	Consensus_9	0	0	0	0	825	0	0	0	0	15831576
2166-01_16	Consensus_10	0	0	0	0	796	0	0	0	0	15831576
2166-01_17	Consensus_1	0	0	0	0	691	0	0	0	0	15350538
2166-01_17	Consensus_2	0	0	0	0	710	0	0	0	0	15350538
2166-01_17	Consensus_3	0	0	0	0	744	0	0	0	0	15350538
2166-01_17	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	15350538
2166-01_17	Consensus_4	0	0	0	0	764	0	0	0	0	15350538
2166-01_17	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	15350538
2166-01_17	Consensus_5	0	0	0	0	728	0	0	0	0	15350538
2166-01_17	Consensus_6	0	0	0	0	745	0	0	0	0	15350538
2166-01_17	Consensus_7	0	0	0	0	716	0	0	0	0	15350538
2166-01_17	Consensus_8	0	0	0	0	700	0	0	0	0	15350538
2166-01_17	Consensus_9	0	0	0	0	825	0	0	0	0	15350538
2166-01_17	Consensus_10	0	0	0	0	796	0	0	0	0	15350538
2166-01_18	Consensus_1	0	0	0	0	691	0	0	0	0	15215832
2166-01_18	Consensus_2	0	0	0	0	710	0	0	0	0	15215832
2166-01_18	Consensus_3	0	0	0	0	744	0	0	0	0	15215832
2166-01_18	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	15215832
2166-01_18	Consensus_4	0	0	0	0	764	0	0	0	0	15215832
2166-01_18	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	15215832
2166-01_18	Consensus_5	0	0	0	0	728	0	0	0	0	15215832
2166-01_18	Consensus_6	0	0	0	0	745	0	0	0	0	15215832
2166-01_18	Consensus_7	0	0	0	0	716	0	0	0	0	15215832
2166-01_18	Consensus_8	0	0	0	0	700	0	0	0	0	15215832
2166-01_18	Consensus_9	0	0	0	0	825	0	0	0	0	15215832
2166-01_18	Consensus_10	0	0	0	0	796	0	0	0	0	15215832
2166-01_19	Consensus_1	0	0	0	0	691	0	0	0	0	13453042
2166-01_19	Consensus_2	0	0	0	0	710	0	0	0	0	13453042
2166-01_19	Consensus_3	0	0	0	0	744	0	0	0	0	13453042
2166-01_19	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	13453042
2166-01_19	Consensus_4	0	0	0	0	764	0	0	0	0	13453042
2166-01_19	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	13453042
2166-01_19	Consensus_5	0	0	0	0	728	0	0	0	0	13453042
2166-01_19	Consensus_6	0	0	0	0	745	0	0	0	0	13453042
2166-01_19	Consensus_7	0	0	0	0	716	0	0	0	0	13453042
2166-01_19	Consensus_8	0	0	0	0	700	0	0	0	0	13453042
2166-01_19	Consensus_9	0	0	0	0	825	0	0	0	0	13453042
2166-01_19	Consensus_10	0	0	0	0	796	0	0	0	0	13453042
2166-01_2	Consensus_1	0	0	0	0	691	0	0	0	0	10396130
2166-01_2	Consensus_2	0	0	0	0	710	0	0	0	0	10396130
2166-01_2	Consensus_3	0	0	0	0	744	0	0	0	0	10396130
2166-01_2	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	10396130
2166-01_2	Consensus_4	0	0	0	0	764	0	0	0	0	10396130
2166-01_2	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	10396130
2166-01_2	Consensus_5	0	0	0	0	728	0	0	0	0	10396130
2166-01_2	Consensus_6	0	0	0	0	745	0	0	0	0	10396130
2166-01_2	Consensus_7	0	0	0	0	716	0	0	0	0	10396130
2166-01_2	Consensus_8	0	0	0	0	700	0	0	0	0	10396130
2166-01_2	Consensus_9	0	0	0	0	825	0	0	0	0	10396130
2166-01_2	Consensus_10	0	0	0	0	796	0	0	0	0	10396130
2166-01_3	Consensus_1	0	0	0	0	691	0	0	0	0	5876592
2166-01_3	Consensus_2	0	0	0	0	710	0	0	0	0	5876592
2166-01_3	Consensus_3	0	0	0	0	744	0	0	0	0	5876592
2166-01_3	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	5876592
2166-01_3	Consensus_4	0	0	0	0	764	0	0	0	0	5876592
2166-01_3	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	5876592
2166-01_3	Consensus_5	0	0	0	0	728	0	0	0	0	5876592
2166-01_3	Consensus_6	0	0	0	0	745	0	0	0	0	5876592
2166-01_3	Consensus_7	0	0	0	0	716	0	0	0	0	5876592
2166-01_3	Consensus_8	0	0	0	0	700	0	0	0	0	5876592
2166-01_3	Consensus_9	0	0	0	0	825	0	0	0	0	5876592
2166-01_3	Consensus_10	0	0	0	0	796	0	0	0	0	5876592
2166-01_4	Consensus_1	0	0	0	0	691	0	0	0	0	8465584
2166-01_4	Consensus_2	0	0	0	0	710	0	0	0	0	8465584
2166-01_4	Consensus_3	0	0	0	0	744	0	0	0	0	8465584
2166-01_4	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	8465584
2166-01_4	Consensus_4	0	0	0	0	764	0	0	0	0	8465584
2166-01_4	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	8465584
2166-01_4	Consensus_5	0	0	0	0	728	0	0	0	0	8465584
2166-01_4	Consensus_6	0	0	0	0	745	0	0	0	0	8465584
2166-01_4	Consensus_7	0	0	0	0	716	0	0	0	0	8465584
2166-01_4	Consensus_8	0	0	0	0	700	0	0	0	0	8465584
2166-01_4	Consensus_9	0	0	0	0	825	0	0	0	0	8465584
2166-01_4	Consensus_10	0	0	0	0	796	0	0	0	0	8465584
2166-01_5	Consensus_1	0	0	0	0	691	0	0	0	0	12407592
2166-01_5	Consensus_2	0	0	0	0	710	0	0	0	0	12407592
2166-01_5	Consensus_3	0	0	0	0	744	0	0	0	0	12407592
2166-01_5	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	12407592
2166-01_5	Consensus_4	0	0	0	0	764	0	0	0	0	12407592
2166-01_5	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	12407592
2166-01_5	Consensus_5	0	0	0	0	728	0	0	0	0	12407592
2166-01_5	Consensus_6	0	0	0	0	745	0	0	0	0	12407592
2166-01_5	Consensus_7	0	0	0	0	716	0	0	0	0	12407592
2166-01_5	Consensus_8	0	0	0	0	700	0	0	0	0	12407592
2166-01_5	Consensus_9	0	0	0	0	825	0	0	0	0	12407592
2166-01_5	Consensus_10	0	0	0	0	796	0	0	0	0	12407592
2166-01_6	Consensus_1	0	0	0	0	691	0	0	0	0	8684170
2166-01_6	Consensus_2	0	0	0	0	710	0	0	0	0	8684170
2166-01_6	Consensus_3	0	0	0	0	744	0	0	0	0	8684170
2166-01_6	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	8684170
2166-01_6	Consensus_4	0	0	0	0	764	0	0	0	0	8684170
2166-01_6	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	8684170
2166-01_6	Consensus_5	0	0	0	0	728	0	0	0	0	8684170
2166-01_6	Consensus_6	0	0	0	0	745	0	0	0	0	8684170
2166-01_6	Consensus_7	0	0	0	0	716	0	0	0	0	8684170
2166-01_6	Consensus_8	0	0	0	0	700	0	0	0	0	8684170
2166-01_6	Consensus_9	0	0	0	0	825	0	0	0	0	8684170
2166-01_6	Consensus_10	0	0	0	0	796	0	0	0	0	8684170
2166-01_7	Consensus_1	0	0	0	0	691	0	0	0	0	10384026
2166-01_7	Consensus_2	0	0	0	0	710	0	0	0	0	10384026
2166-01_7	Consensus_3	0	0	0	0	744	0	0	0	0	10384026
2166-01_7	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	10384026
2166-01_7	Consensus_4	0	0	0	0	764	0	0	0	0	10384026
2166-01_7	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	10384026
2166-01_7	Consensus_5	0	0	0	0	728	0	0	0	0	10384026
2166-01_7	Consensus_6	0	0	0	0	745	0	0	0	0	10384026
2166-01_7	Consensus_7	0	0	0	0	716	0	0	0	0	10384026
2166-01_7	Consensus_8	0	0	0	0	700	0	0	0	0	10384026
2166-01_7	Consensus_9	0	0	0	0	825	0	0	0	0	10384026
2166-01_7	Consensus_10	0	0	0	0	796	0	0	0	0	10384026
2166-01_8	Consensus_1	0	0	0	0	691	0	0	0	0	14193508
2166-01_8	Consensus_2	0	0	0	0	710	0	0	0	0	14193508
2166-01_8	Consensus_3	0	0	0	0	744	0	0	0	0	14193508
2166-01_8	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	14193508
2166-01_8	Consensus_4	0	0	0	0	764	0	0	0	0	14193508
2166-01_8	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	14193508
2166-01_8	Consensus_5	0	0	0	0	728	0	0	0	0	14193508
2166-01_8	Consensus_6	0	0	0	0	745	0	0	0	0	14193508
2166-01_8	Consensus_7	0	0	0	0	716	0	0	0	0	14193508
2166-01_8	Consensus_8	0	0	0	0	700	0	0	0	0	14193508
2166-01_8	Consensus_9	0	0	0	0	825	0	0	0	0	14193508
2166-01_8	Consensus_10	0	0	0	0	796	0	0	0	0	14193508
2166-01_9	Consensus_1	0	0	0	0	691	0	0	0	0	13454504
2166-01_9	Consensus_2	0	0	0	0	710	0	0	0	0	13454504
2166-01_9	Consensus_3	0	0	0	0	744	0	0	0	0	13454504
2166-01_9	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	13454504
2166-01_9	Consensus_4	0	0	0	0	764	0	0	0	0	13454504
2166-01_9	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	13454504
2166-01_9	Consensus_5	0	0	0	0	728	0	0	0	0	13454504
2166-01_9	Consensus_6	0	0	0	0	745	0	0	0	0	13454504
2166-01_9	Consensus_7	0	0	0	0	716	0	0	0	0	13454504
2166-01_9	Consensus_8	0	0	0	0	700	0	0	0	0	13454504
2166-01_9	Consensus_9	0	0	0	0	825	0	0	0	0	13454504
2166-01_9	Consensus_10	0	0	0	0	796	0	0	0	0	13454504
2167-01_2	Consensus_1	0	0	0	0	691	0	0	0	0	8570206
2167-01_2	Consensus_2	0	0	0	0	710	0	0	0	0	8570206
2167-01_2	Consensus_3	0	0	0	0	744	0	0	0	0	8570206
2167-01_2	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	8570206
2167-01_2	Consensus_4	0	0	0	0	764	0	0	0	0	8570206
2167-01_2	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	8570206
2167-01_2	Consensus_5	0	0	0	0	728	0	0	0	0	8570206
2167-01_2	Consensus_6	0	0	0	0	745	0	0	0	0	8570206
2167-01_2	Consensus_7	0	0	0	0	716	0	0	0	0	8570206
2167-01_2	Consensus_8	0	0	0	0	700	0	0	0	0	8570206
2167-01_2	Consensus_9	0	0	0	0	825	0	0	0	0	8570206
2167-01_2	Consensus_10	0	0	0	0	796	0	0	0	0	8570206
2167-01_3	Consensus_1	0	0	0	0	691	0	0	0	0	8038562
2167-01_3	Consensus_2	0	0	0	0	710	0	0	0	0	8038562
2167-01_3	Consensus_3	0	0	0	0	744	0	0	0	0	8038562
2167-01_3	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	8038562
2167-01_3	Consensus_4	0	0	0	0	764	0	0	0	0	8038562
2167-01_3	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	8038562
2167-01_3	Consensus_5	0	0	0	0	728	0	0	0	0	8038562
2167-01_3	Consensus_6	0	0	0	0	745	0	0	0	0	8038562
2167-01_3	Consensus_7	0	0	0	0	716	0	0	0	0	8038562
2167-01_3	Consensus_8	0	0	0	0	700	0	0	0	0	8038562
2167-01_3	Consensus_9	0	0	0	0	825	0	0	0	0	8038562
2167-01_3	Consensus_10	0	0	0	0	796	0	0	0	0	8038562
2167-01_4	Consensus_1	0	0	0	0	691	0	0	0	0	16455542
2167-01_4	Consensus_2	0	0	0	0	710	0	0	0	0	16455542
2167-01_4	Consensus_3	0	0	0	0	744	0	0	0	0	16455542
2167-01_4	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	16455542
2167-01_4	Consensus_4	0	0	0	0	764	0	0	0	0	16455542
2167-01_4	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	16455542
2167-01_4	Consensus_5	0	0	0	0	728	0	0	0	0	16455542
2167-01_4	Consensus_6	0	0	0	0	745	0	0	0	0	16455542
2167-01_4	Consensus_7	0	0	0	0	716	0	0	0	0	16455542
2167-01_4	Consensus_8	0	0	0	0	700	0	0	0	0	16455542
2167-01_4	Consensus_9	0	0	0	0	825	0	0	0	0	16455542
2167-01_4	Consensus_10	0	0	0	0	796	0	0	0	0	16455542
2167-01_5	Consensus_1	0	0	0	0	691	0	0	0	0	21016920
2167-01_5	Consensus_2	0	0	0	0	710	0	0	0	0	21016920
2167-01_5	Consensus_3	0	0	0	0	744	0	0	0	0	21016920
2167-01_5	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	21016920
2167-01_5	Consensus_4	0	0	0	0	764	0	0	0	0	21016920
2167-01_5	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	21016920
2167-01_5	Consensus_5	0	0	0	0	728	0	0	0	0	21016920
2167-01_5	Consensus_6	0	0	0	0	745	0	0	0	0	21016920
2167-01_5	Consensus_7	0	0	0	0	716	0	0	0	0	21016920
2167-01_5	Consensus_8	0	0	0	0	700	0	0	0	0	21016920
2167-01_5	Consensus_9	0	0	0	0	825	0	0	0	0	21016920
2167-01_5	Consensus_10	0	0	0	0	796	0	0	0	0	21016920
2167-01_6	Consensus_1	0	0	0	0	691	0	0	0	0	26131556
2167-01_6	Consensus_2	0	0	0	0	710	0	0	0	0	26131556
2167-01_6	Consensus_3	0	0	0	0	744	0	0	0	0	26131556
2167-01_6	S129C40_011191_vs01_27	5.74821	5.521164	678	20.54943	988	32	0.032388665	476303.88	407358.1	26131556
2167-01_6	Consensus_4	8.35342	8.259928	596	34.010292	764	36	0.04712042	692947.3	592641.9	26131556
2167-01_6	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	26131556
2167-01_6	Consensus_5	0	0	0	0	728	0	0	0	0	26131556
2167-01_6	Consensus_6	0	0	0	0	745	0	0	0	0	26131556
2167-01_6	Consensus_7	0	0	0	0	716	0	0	0	0	26131556
2167-01_6	Consensus_8	0	0	0	0	700	0	0	0	0	26131556
2167-01_6	Consensus_9	0	0	0	0	825	0	0	0	0	26131556
2167-01_6	Consensus_10	0	0	0	0	796	0	0	0	0	26131556
2167-01_7	Consensus_1	0	0	0	0	691	0	0	0	0	21266710
2167-01_7	Consensus_2	0	0	0	0	710	0	0	0	0	21266710
2167-01_7	Consensus_3	0	0	0	0	744	0	0	0	0	21266710
2167-01_7	S129C40_011191_vs01_27	26.887829	25.306879	810	484.47253	988	155	0.15688258	562303.2	491507.94	21266710
2167-01_7	Consensus_4	29.434853	28.543322	703	582.592	764	124	0.16230367	581733.56	508492	21266710
2167-01_7	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	21266710
2167-01_7	Consensus_5	0	0	0	0	728	0	0	0	0	21266710
2167-01_7	Consensus_6	0	0	0	0	745	0	0	0	0	21266710
2167-01_7	Consensus_7	0	0	0	0	716	0	0	0	0	21266710
2167-01_7	Consensus_8	0	0	0	0	700	0	0	0	0	21266710
2167-01_7	Consensus_9	0	0	0	0	825	0	0	0	0	21266710
2167-01_7	Consensus_10	0	0	0	0	796	0	0	0	0	21266710
2167-01_8	Consensus_1	0	0	0	0	691	0	0	0	0	7271648
2167-01_8	Consensus_2	0	0	0	0	710	0	0	0	0	7271648
2167-01_8	Consensus_3	0	0	0	0	744	0	0	0	0	7271648
2167-01_8	S129C40_011191_vs01_27	9.73031	7.928571	254	251.8531	988	54	0.054655872	1012145.75	1000000	7271648
2167-01_8	Consensus_4	0	0	0	0	764	0	0	0	0	7271648
2167-01_8	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	7271648
2167-01_8	Consensus_5	0	0	0	0	728	0	0	0	0	7271648
2167-01_8	Consensus_6	0	0	0	0	745	0	0	0	0	7271648
2167-01_8	Consensus_7	0	0	0	0	716	0	0	0	0	7271648
2167-01_8	Consensus_8	0	0	0	0	700	0	0	0	0	7271648
2167-01_8	Consensus_9	0	0	0	0	825	0	0	0	0	7271648
2167-01_8	Consensus_10	0	0	0	0	796	0	0	0	0	7271648
2171-01_1	Consensus_1	0	0	0	0	691	0	0	0	0	29009898
2171-01_1	Consensus_2	0	0	0	0	710	0	0	0	0	29009898
2171-01_1	Consensus_3	0	0	0	0	744	0	0	0	0	29009898
2171-01_1	S129C40_011191_vs01_27	0.1789976	0.14550264	150	0.14713305	988	1	0.001012146	48197.418	37224.71	29009898
2171-01_1	Consensus_4	4.8892508	4.895307	517	10.128008	764	20	0.02617801	1246571.9	962775.3	29009898
2171-01_1	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	29009898
2171-01_1	Consensus_5	0	0	0	0	728	0	0	0	0	29009898
2171-01_1	Consensus_6	0	0	0	0	745	0	0	0	0	29009898
2171-01_1	Consensus_7	0	0	0	0	716	0	0	0	0	29009898
2171-01_1	Consensus_8	0	0	0	0	700	0	0	0	0	29009898
2171-01_1	Consensus_9	0	0	0	0	825	0	0	0	0	29009898
2171-01_1	Consensus_10	0	0	0	0	796	0	0	0	0	29009898
2171-01_10	Consensus_1	0	0	0	0	691	0	0	0	0	24087396
2171-01_10	Consensus_2	0	0	0	0	710	0	0	0	0	24087396
2171-01_10	Consensus_3	0	0	0	0	744	0	0	0	0	24087396
2171-01_10	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	24087396
2171-01_10	Consensus_4	1.8013029	1.7870036	588	1.5558873	764	8	0.010471204	1308900.5	1000000	24087396
2171-01_10	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	24087396
2171-01_10	Consensus_5	0	0	0	0	728	0	0	0	0	24087396
2171-01_10	Consensus_6	0	0	0	0	745	0	0	0	0	24087396
2171-01_10	Consensus_7	0	0	0	0	716	0	0	0	0	24087396
2171-01_10	Consensus_8	0	0	0	0	700	0	0	0	0	24087396
2171-01_10	Consensus_9	0	0	0	0	825	0	0	0	0	24087396
2171-01_10	Consensus_10	0	0	0	0	796	0	0	0	0	24087396
2171-01_11	Consensus_1	0	0	0	0	691	0	0	0	0	22769210
2171-01_11	Consensus_2	0	0	0	0	710	0	0	0	0	22769210
2171-01_11	Consensus_3	0	0	0	0	744	0	0	0	0	22769210
2171-01_11	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	22769210
2171-01_11	Consensus_4	0.17100978	0.13718411	150	0.1419967	764	1	0.001308901	1308900.5	1000000	22769210
2171-01_11	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	22769210
2171-01_11	Consensus_5	0	0	0	0	728	0	0	0	0	22769210
2171-01_11	Consensus_6	0	0	0	0	745	0	0	0	0	22769210
2171-01_11	Consensus_7	0	0	0	0	716	0	0	0	0	22769210
2171-01_11	Consensus_8	0	0	0	0	700	0	0	0	0	22769210
2171-01_11	Consensus_9	0	0	0	0	825	0	0	0	0	22769210
2171-01_11	Consensus_10	0	0	0	0	796	0	0	0	0	22769210
2171-01_12	Consensus_1	0	0	0	0	691	0	0	0	0	22912558
2171-01_12	Consensus_2	0	0	0	0	710	0	0	0	0	22912558
2171-01_12	Consensus_3	0	0	0	0	744	0	0	0	0	22912558
2171-01_12	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	22912558
2171-01_12	Consensus_4	0.9771987	0.8736462	191	2.4236228	764	4	0.005235602	1308900.5	1000000	22912558
2171-01_12	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	22912558
2171-01_12	Consensus_5	0	0	0	0	728	0	0	0	0	22912558
2171-01_12	Consensus_6	0	0	0	0	745	0	0	0	0	22912558
2171-01_12	Consensus_7	0	0	0	0	716	0	0	0	0	22912558
2171-01_12	Consensus_8	0	0	0	0	700	0	0	0	0	22912558
2171-01_12	Consensus_9	0	0	0	0	825	0	0	0	0	22912558
2171-01_12	Consensus_10	0	0	0	0	796	0	0	0	0	22912558
2171-01_13	Consensus_1	0	0	0	0	691	0	0	0	0	39985978
2171-01_13	Consensus_2	0	0	0	0	710	0	0	0	0	39985978
2171-01_13	Consensus_3	0	0	0	0	744	0	0	0	0	39985978
2171-01_13	S129C40_011191_vs01_27	0.1789976	0.14550264	150	0.14713305	988	1	0.001012146	92013.25	71777.52	39985978
2171-01_13	Consensus_4	2.4429967	2.1841154	163	17.431492	764	10	0.013089005	1189909.5	928222.44	39985978
2171-01_13	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	39985978
2171-01_13	Consensus_5	0	0	0	0	728	0	0	0	0	39985978
2171-01_13	Consensus_6	0	0	0	0	745	0	0	0	0	39985978
2171-01_13	Consensus_7	0	0	0	0	716	0	0	0	0	39985978
2171-01_13	Consensus_8	0	0	0	0	700	0	0	0	0	39985978
2171-01_13	Consensus_9	0	0	0	0	825	0	0	0	0	39985978
2171-01_13	Consensus_10	0	0	0	0	796	0	0	0	0	39985978
2171-01_14	Consensus_1	0	0	0	0	691	0	0	0	0	22418214
2171-01_14	Consensus_2	0	0	0	0	710	0	0	0	0	22418214
2171-01_14	Consensus_3	0	0	0	0	744	0	0	0	0	22418214
2171-01_14	S129C40_011191_vs01_27	0.44272077	0.38492063	334	0.47162557	988	3	0.003036437	116786.05	91621.35	22418214
